title,description,size,availability,price
Рециркулятор бактерицидный МСК-913,"
ВхШхГ, мм: 595х300х130
Вес, кг: 5
",['595х300х130'],Есть в наличии,5 760 руб.
Медицинский стеллаж СТМ MS 200KD/100х60/4,"
ВхШхГ, мм: 1950х1000х600
Вес, кг: 20.5
",['1950х1000х600'],Есть в наличии,6 700 руб.
Шкаф медицинский HILFE МД 1 1657/SS,"
ВхШхГ, мм: 1655х570х320
Вес, кг: 27.1
",['1655х570х320'],Есть в наличии,12 960 руб.
Шкаф медицинский HILFE МД 2 1780/SG,"
ВхШхГ, мм: 1750х800х400
Вес, кг: 45.1
",['1750х800х400'],Есть в наличии,17 190 руб.
Рециркулятор бактерицидный МСК-925,"
ВхШхГ, мм: 595х220х130
Вес, кг: 4
",['595х220х130'],Есть в наличии,2 840 руб.
Рециркулятор RUV-3003,"
ВхШхГ, мм: 570х125х127
",['570х125х127'],Есть в наличии,9 330 руб.
Шкаф медицинский М2 165.70.32 C,"
ВхШхГ, мм: 1655х700х320
Вес, кг: 37
",['1655х700х320'],Есть в наличии,12 380 руб.
Шкаф медицинский М2 165.70.32 М ,"
ВхШхГ, мм: 1655х700х320
Вес, кг: 32
",['1655х700х320'],Есть в наличии,12 380 руб.
Шкаф медицинский HILFE МД 2 1780 R-5,"
ВхШхГ, мм: 1750х800х400
Вес, кг: 53.1
",['1750х800х400'],Есть в наличии,31 300 руб.
Шкаф медицинский HILFE МД 2 1780 R,"
ВхШхГ, мм: 1750х800х400
Вес, кг: 45.1
",['1750х800х400'],Есть в наличии,21 640 руб.
Шкаф медицинский М1 165.50.32 C,"
ВхШхГ, мм: 1655х500х320
Вес, кг: 26
",['1655х500х320'],Есть в наличии,11 980 руб.
Шкаф для одежды МД-501.01 (ШМО-МСК),"
ВхШхГ, мм: 1800х860х560
Вес, кг: 65
",['1800х860х560'],Есть в наличии,14 470 руб.
Шкаф медицинский HILFE МД 1 1760/SS,"
ВхШхГ, мм: 1750х600х400
Вес, кг: 32.3
",['1750х600х400'],Есть в наличии,15 740 руб.
Шкаф для уборочного инвентаря МСК-649.02 (ШМм-МСК-649.02),"
ВхШхГ, мм: 1800х800х500
Вес, кг: 62
",['1800х800х500'],Есть в наличии,26 600 руб.
Медицинский стеллаж СТМ MS 185/100х30/4,"
ВхШхГ, мм: 1850х1000х300
Вес, кг: 13.4
",['1850х1000х300'],Есть в наличии,4 130 руб.
Медицинский стеллаж СТМ MS 185/100х60/4,"
ВхШхГ, мм: 1850х1000х600
Вес, кг: 21.3
",['1850х1000х600'],Есть в наличии,6 060 руб.
Шкаф для палат MF LH-2 1880 белый,"
ВхШхГ, мм: 1800х800х550
Вес, кг: 67
",['1800х800х550'],Есть в наличии,11 130 руб.
Картотечный шкаф МСК-831.04 (4 ящика),"
ВхШхГ, мм: 1440х460х590
Вес, кг: 57
",['1440х460х590'],Есть в наличии,37 390 руб.
Шкаф медицинский МСК-5647.12 (ШМ-02) нерж.сталь,"
ВхШхГ, мм: 1755х700х320
Вес, кг: 48
",['1755х700х320'],Есть в наличии,111 610 руб.
Шкаф медицинский М1 175.60.40 М,"
ВхШхГ, мм: 1750х600х400
Вес, кг: 31
",['1750х600х400'],Есть в наличии,15 540 руб.
Шкаф для белья,"
ВхШхГ, мм: 1850х800х400
",['1850х800х400'],Есть в наличии,25 570 руб.
Шкаф медицинский МСК-645.01 (ШМ-03) металл,"
ВхШхГ, мм: 1750х600х400
Вес, кг: 41
",['1750х600х400'],Есть в наличии,28 310 руб.
Шкаф медицинский HILFE МД 1 1760/SG,"
ВхШхГ, мм: 1750х600х400
Вес, кг: 35.3
",['1750х600х400'],Есть в наличии,15 740 руб.
Шкаф медицинский 4Hospitals МСК-645.01-11 (ШМ-03),"
ВхШхГ, мм: 1840х620х400
Вес, кг: 48
",['1840х620х400'],Есть в наличии,43 600 руб.
Шкаф для кабинета врача ШКВ-05,"
ВхШхГ, мм: 1850х800х400
",['1850х800х400'],Есть в наличии,36 410 руб.
Шкаф для одежды МД-501.02 (ШМО-МСК),"
ВхШхГ, мм: 1800х860х560
Вес, кг: 55
",['1800х860х560'],Есть в наличии,14 330 руб.
Шкаф медицинский ШМД-06,"
ВхШхГ, мм: 1805х605х405
",['1805х605х405'],Есть в наличии,32 090 руб.
Шкаф медицинский ШМД-07,"
ВхШхГ, мм: 1800х600х400
",['1800х600х400'],Есть в наличии,33 230 руб.
Шкаф медицинский ШМД-04,"
ВхШхГ, мм: 1850х600х400
",['1850х600х400'],Есть в наличии,30 480 руб.
Шкаф для белья и одежды МД-507.01 (ШМБО-МСК),"
ВхШхГ, мм: 1800х450х560
Вес, кг: 50
",['1800х450х560'],Есть в наличии,12 890 руб.
Шкаф материальный ШМ-03,"
ВхШхГ, мм: 1850х800х400
",['1850х800х400'],Есть в наличии,24 190 руб.
Шкаф медицинский 4Hospitals МСК-642.12 (ШМ-01),"
ВхШхГ, мм: 1750х570х320
Вес, кг: 42
",['1750х570х320'],Есть в наличии,49 230 руб.
Шкаф для кабинета врача ШКВ-08,"
ВхШхГ, мм: 1850х800х400
",['1850х800х400'],Есть в наличии,21 370 руб.
Шкаф медицинский МСК-982.213 (ШМм-МСК),"
ВхШхГ, мм: 1850х900х450
Вес, кг: 60
",['1850х900х450'],Есть в наличии,28 950 руб.
Шкаф медицинский 4Hospitals МСК-653.12 (ШМ-01),"
ВхШхГ, мм: 1750х700х320
Вес, кг: 63
",['1750х700х320'],Есть в наличии,84 780 руб.
Шкаф медицинский ШМД-03,"
ВхШхГ, мм: 1850х600х400
",['1850х600х400'],Есть в наличии,26 670 руб.
Шкаф медицинский МСК-5646.12 (ШМ-01),"
ВхШхГ, мм: 1755х570х320
Вес, кг: 40
",['1755х570х320'],Есть в наличии,82 500 руб.
Шкаф для белья и одежды МД-502 (ШМБО-МСК),"
ВхШхГ, мм: 1800х860х560
Вес, кг: 75
",['1800х860х560'],Есть в наличии,17 140 руб.
Шкаф для белья и одежды МД-508.01 (ШМБО-МСК),"
ВхШхГ, мм: 1800х450х560
Вес, кг: 50
",['1800х450х560'],Есть в наличии,12 530 руб.
Шкаф для белья и одежды МД-503.02 (ШМБО-МСК),"
ВхШхГ, мм: 1800х860х560
Вес, кг: 75
",['1800х860х560'],Есть в наличии,17 350 руб.
Шкаф для одежды металлический разборный двухстворчатый на винтах МСК-981.232,"
ВхШхГ, мм: 1850х900х450
",['1850х900х450'],Есть в наличии,30 000 руб.
Шкаф для документов и справочной литературы ШД-04,"
ВхШхГ, мм: 1805х805х405
",['1805х805х405'],Есть в наличии,30 240 руб.
Шкаф для кабинета врача ШКВ-03,"
ВхШхГ, мм: 1850х800х400
",['1850х800х400'],Есть в наличии,35 980 руб.
Шкаф для кабинета врача ШКВ-04,"
ВхШхГ, мм: 1850х800х400
",['1850х800х400'],Есть в наличии,33 020 руб.
Шкаф палатный ШП-03,"
ВхШхГ, мм: 1850х800х500
",['1850х800х500'],Есть в наличии,26 670 руб.
Кушетка медицинская МД КС (Слоновая кость),"
ВхШхГ, мм: 560х1930х670
Вес, кг: 30
",['560х1930х670'],Есть в наличии,11 560 руб.
Стол медицинский процедурный МД SP N,"
ВхШхГ, мм: 1150х700х410
Вес, кг: 12
",['1150х700х410'],Есть в наличии,7 740 руб.
Стол манипуляционный МД SM 1,"
ВхШхГ, мм: 960х620х450
Вес, кг: 18
",['960х620х450'],Есть в наличии,13 230 руб.
Стол процедурный МД SP 3N,"
ВхШхГ, мм: 960х620х450
Вес, кг: 11.5
",['960х620х450'],Есть в наличии,12 120 руб.
Стол палатный MF TH-85.16S (Белое дерево),"
ВхШхГ, мм: 741х850х750
Вес, кг: 18
",['741х850х750'],Есть в наличии,6 610 руб.
"Стол медицинский инструментальный СМИ-02 (полки металл, колёса пластик)","
ВхШхГ, мм: 850х580х420
Вес, кг: 10
",['850х580х420'],Есть в наличии,6 490 руб.
Кушетка медицинская смотровая МД КС-01 (Слоновая кость),"
ВхШхГ, мм: 560х1960х730
Вес, кг: 40
",['560х1960х730'],Есть в наличии,20 240 руб.
Банкетка медицинская МД Б (Слоновая кость),"
ВхШхГ, мм: 450х1500х450
Вес, кг: 15.3
",['450х1500х450'],Есть в наличии,6 940 руб.
Кушетка смотровая КСВ-01С усиленная,"
ВхШхГ, мм: 560х1950х600
Вес, кг: 25
",['560х1950х600'],Есть в наличии,10 540 руб.
Стол процедурный МД SP 3G,"
ВхШхГ, мм: 960х630х470
Вес, кг: 15.7
",['960х630х470'],Есть в наличии,7 990 руб.
Стол процедурный МД SP 2G,"
ВхШхГ, мм: 960х630х470
Вес, кг: 12.8
",['960х630х470'],Есть в наличии,6 540 руб.
Стол манипуляционный МД SM N,"
ВхШхГ, мм: 890х680х440
Вес, кг: 10.1
",['890х680х440'],Есть в наличии,4 870 руб.
Стол процедурный МД SP 2N,"
ВхШхГ, мм: 960х620х450
Вес, кг: 8.9
",['960х620х450'],Есть в наличии,8 980 руб.
Стол манипуляционный МД SM 6,"
ВхШхГ, мм: 960х620х450
Вес, кг: 36.4
",['960х620х450'],Есть в наличии,28 230 руб.
Стол манипуляционный МД SM 2,"
ВхШхГ, мм: 960х620х450
Вес, кг: 27.8
",['960х620х450'],Есть в наличии,20 040 руб.
Стол хирургический МД СХ,"
ВхШхГ, мм: 755х435х560
Вес, кг: 9.4
",['755х435х560'],Есть в наличии,7 530 руб.
Столик туалетно-пеленальный МСК-510 (Белый),"
ВхШхГ, мм: 960х850х710
Вес, кг: 25
",['960х850х710'],Нет в наличии,13 840 руб.
"Столик медицинский инструментальный СМИ-03 (полки металл, колёса пластик) ","
ВхШхГ, мм: 850х580х420
Вес, кг: 12
",['850х580х420'],Есть в наличии,8 190 руб.
"Стол медицинский инструментальный СМИ-03-01 (полки металл, колёса серая резина)","
ВхШхГ, мм: 850х580х420
Вес, кг: 20.5
",['850х580х420'],Есть в наличии,12 320 руб.
Банкетка БМВ-01С,"
ВхШхГ, мм: 830х1500х510
Вес, кг: 25
",['830х1500х510'],Есть в наличии,10 710 руб.
Кушетка медицинская смотровая КСВ-01С,"
ВхШхГ, мм: 560х1950х600
Вес, кг: 25
",['560х1950х600'],Есть в наличии,9 650 руб.
Банкетка медицинская МСК-207 (БЛ-МСК),"
ВхШхГ, мм: 400х1500х440
Вес, кг: 14
",['400х1500х440'],Нет в наличии,5 660 руб.
Банкетка медицинская со спинкой МД БС (Слоновая кость),"
ВхШхГ, мм: 840х1500х500
Вес, кг: 22.1
",['840х1500х500'],Есть в наличии,10 520 руб.
Банкетка БМВ-01,"
ВхШхГ, мм: 430х1500х450
Вес, кг: 15
",['430х1500х450'],Есть в наличии,7 120 руб.
Банкетка медицинская МСК-216 (БЛ-МСК),"
ВхШхГ, мм: 440х1150х400
Вес, кг: 11
",['440х1150х400'],Нет в наличии,4 870 руб.
"Кушетка смотровая КС-1 (550х1950х600) (кожзам Эконом серый, каркас белый)","
ВхШхГ, мм: 550х1950х600
",['550х1950х600'],Есть в наличии,11 690 руб.
"Кушетка смотровая КС-1 (550х1950х800) (кожзам Эконом белый, каркас белый)","
ВхШхГ, мм: 550х1950х800
",['550х1950х800'],Есть в наличии,13 490 руб.
"Кушетка смотровая с рег. подголовником КС (1950х600х550) (кожзам Эконом бежевый, каркас белый)","
ВхШхГ, мм: 550х1950х600
",['550х1950х600'],Есть в наличии,13 150 руб.
Тумба медицинская ПРАКТИК МД ТП-1,"
ВхШхГ, мм: 710х420х490
Вес, кг: 16.5
",['710х420х490'],Есть в наличии,7 690 руб.
Столик манипуляционный МСК-548,"
ВхШхГ, мм: 920х645х425
Вес, кг: 18
",['920х645х425'],Нет в наличии,22 680 руб.
Столик стоматологический СС-04,"
ВхШхГ, мм: 811х703х418
Вес, кг: 18
",['811х703х418'],Есть в наличии,15 300 руб.
Столик медицинский прикроватный МСК-6511 (СтПр-МСК),"
ВхШхГ, мм: 790х750х400
Вес, кг: 15
",['790х750х400'],Нет в наличии,16 350 руб.
Столик медицинский для забора крови МСК-517 (СтМ-МСК),"
ВхШхГ, мм: 710х550х390
Вес, кг: 15
",['710х550х390'],Нет в наличии,6 630 руб.
Столик процедурный МСК-501-01М,"
ВхШхГ, мм: 860х640х420
Вес, кг: 11
",['860х640х420'],Нет в наличии,5 970 руб.
Столик процедурный МСК-501-02М,"
ВхШхГ, мм: 860х640х420
Вес, кг: 11
",['860х640х420'],Нет в наличии,7 230 руб.
Стол медицинский для врача МД-301.13 (СМВ-МСК),"
ВхШхГ, мм: 750х1300х700
Вес, кг: 30
",['750х1300х700'],Нет в наличии,6 570 руб.
Стол медицинский для врача МД-304.01 (СМВ-МСК),"
ВхШхГ, мм: 750х1500х700
Вес, кг: 35
",['750х1500х700'],Нет в наличии,8 390 руб.
Стол медицинской сестры МД-901 (ПДМС-МСК),"
ВхШхГ, мм: 1200х1500х1500
Вес, кг: 90
",['1200х1500х1500'],Нет в наличии,32 620 руб.
Стол медицинский инструментальный МСК-673.120.01 (СиМК-МСК),"
ВхШхГ, мм: 750х1200х600
Вес, кг: 25
",['750х1200х600'],Нет в наличии,24 540 руб.
"Стол медицинский инструментальный СМИ-02 (полки металл, колёса серая резина)","
ВхШхГ, мм: 850х580х420
Вес, кг: 10
",['850х580х420'],Есть в наличии,7 090 руб.
"Стол медицинский инструментальный СМИ-03-01 (полки металл, колёса пластик)","
ВхШхГ, мм: 850х580х420
Вес, кг: 20.5
",['850х580х420'],Есть в наличии,11 720 руб.
"Стол медицинский инструментальный СМИ-03-01 (полки нерж., колёса серая резина)","
ВхШхГ, мм: 850х580х420
Вес, кг: 20.5
",['850х580х420'],Есть в наличии,14 350 руб.
"Стол медицинский инструментальный СМИ-02-02 (полки нерж., колёса серая резина)","
ВхШхГ, мм: 850х580х420
Вес, кг: 21.5
",['850х580х420'],Есть в наличии,15 070 руб.
"Стол медицинский инструментальный СМИ-02-02 (полки металл, колёса пластик)","
ВхШхГ, мм: 850х580х420
Вес, кг: 21.5
",['850х580х420'],Есть в наличии,13 120 руб.
"Столик медицинский инструментальный СМИ-02-01 (полки металл, колёса пластик)","
ВхШхГ, мм: 850х580х420
Вес, кг: 16.5
",['850х580х420'],Есть в наличии,10 320 руб.
Тумба медицинская ПРАКТИК МД ТП-3,"
ВхШхГ, мм: 710х420х490
Вес, кг: 12.5
",['710х420х490'],Есть в наличии,6 040 руб.
"Стол медицинский инструментальный СМИ-02 (полки нерж., колёса серая резина)","
ВхШхГ, мм: 850х580х420
Вес, кг: 10
",['850х580х420'],Есть в наличии,7 910 руб.
"Стол медицинский инструментальный СМИ-02-02 (полки металл, колёса серая резина)","
ВхШхГ, мм: 850х580х420
Вес, кг: 21.5
",['850х580х420'],Есть в наличии,13 730 руб.
Тумба медицинская МД ТП-9,"
ВхШхГ, мм: 890х648х491
Вес, кг: 23
",['890х648х491'],Есть в наличии,12 880 руб.
Стол рабочий Ср (1200х600х750) (ЛДСП белый),"
ВхШхГ, мм: 750х1200х600
",['750х1200х600'],Есть в наличии,7 380 руб.
"Стол медицинский инструментальный СМИ-02 (полки стекло, колёса пластик)","
ВхШхГ, мм: 850х580х420
Вес, кг: 10
",['850х580х420'],Есть в наличии,6 600 руб.
"Столик медицинский инструментальный СМИ-03 (полки металл, колёса серая резина)","
ВхШхГ, мм: 850х580х420
Вес, кг: 12
",['850х580х420'],Есть в наличии,8 790 руб.
"Столик медицинский инструментальный СМИ-02-01 (полки металл + стекло, колёса пластик)","
ВхШхГ, мм: 850х580х420
Вес, кг: 16.5
",['850х580х420'],Есть в наличии,9 930 руб.
Стол инструментальный (колеса резина) СИ-2с (каркас белый),"
ВхШхГ, мм: 880х640х460
",['880х640х460'],Есть в наличии,9 180 руб.
Банкетка медицинская металлическая,"
ВхШхГ, мм: 450х420х1420
Вес, кг: 15
",['450х420х1420'],Есть в наличии,8 540 руб.
Банкетка медицинская МСК-208 (БЛ-МСК),"
ВхШхГ, мм: 830х1500х500
Вес, кг: 20
",['830х1500х500'],Нет в наличии,8 230 руб.
Банкетка медицинская 4Hospitals МСК-239 (БМ-МСК),"
ВхШхГ, мм: 400х1500х400
Вес, кг: 22
",['400х1500х400'],Нет в наличии,7 140 руб.
Банкетка медицинская 4Hospitals МСК-240 (БМС-МСК),"
ВхШхГ, мм: 830х1500х500
Вес, кг: 20
",['830х1500х500'],Нет в наличии,10 390 руб.
Банкетка медицинская Б01 (Чёрный),"
ВхШхГ, мм: 450х980х415
Вес, кг: 8
",['450х980х415'],Есть в наличии,5 790 руб.
Банкетка медицинская со спинкой БС01 (Чёрный),"
ВхШхГ, мм: 450х1000х490
Вес, кг: 13
",['450х1000х490'],Есть в наличии,9 630 руб.
Диван медицинский (банкетка) Д01 (Чёрный),"
ВхШхГ, мм: 450х1080х510
Вес, кг: 18
",['450х1080х510'],Есть в наличии,11 970 руб.
Банкетка одноместная БО-2/1 (кожзам Эконом белый),"
ВхШхГ, мм: 430х600х500
",['430х600х500'],Есть в наличии,10 360 руб.
"Банкетка двухместная БО-3/2 (кожзам Эконом белый, каркас черный)","
ВхШхГ, мм: 500х1500х500
",['500х1500х500'],Есть в наличии,14 650 руб.
"Банкетка одноместная БО-3/1 (кожзам Эконом белый, каркас белый)","
ВхШхГ, мм: 500х1000х500
",['500х1000х500'],Есть в наличии,9 880 руб.
"Банкетка двухместная БСУ-2х (кожзам Эконом белый, каркас белый)","
ВхШхГ, мм: 450х1000х380
",['450х1000х380'],Есть в наличии,5 330 руб.
"Банкетка двухместная Бп-2х (кожзам Эконом коричневый, каркас бежевый)","
ВхШхГ, мм: 450х1000х380
",['450х1000х380'],Есть в наличии,6 310 руб.
"Банкетка трехместная Бп-3х (кожзам Эконом коричневый, каркас бежевый)","
ВхШхГ, мм: 450х1500х380
",['450х1500х380'],Есть в наличии,8 310 руб.
"Банкетка трехместная БУ-3х (кожзам Эконом светло-серый, каркас белый)","
ВхШхГ, мм: 530х1500х380
",['530х1500х380'],Есть в наличии,7 750 руб.
Кушетка медицинская смотровая К01 (Чёрный),"
",[],Есть в наличии,13 210 руб.
Кушетка медицинская смотровая К02 (Чёрный),"
",[],Есть в наличии,13 210 руб.
Шкаф медицинский ШСС-1,"
ВхШхГ, мм: 1680х555х320
",['1680х555х320'],Есть в наличии,16 870 руб.
Шкаф медицинский ШМС-1,"
ВхШхГ, мм: 1680х555х320
",['1680х555х320'],Есть в наличии,15 330 руб.
Шкаф медицинский ШМС-1 с трейзером,"
ВхШхГ, мм: 1680х555х320
",['1680х555х320'],Есть в наличии,17 430 руб.
Шкаф медицинский ШММ-1,"
ВхШхГ, мм: 1680х555х320
",['1680х555х320'],Есть в наличии,18 830 руб.
Шкаф медицинский ШМС-2,"
ВхШхГ, мм: 1680х800х370
Вес, кг: 43
",['1680х800х370'],Есть в наличии,19 290 руб.
Органайзер для СИПС-Н-01,"
",[],Есть в наличии,3 350 руб.
Табурет винтовой Т04 (Чёрный),"
",[],Есть в наличии,4 520 руб.
Табурет Т04-1 (Чёрный),"
",[],Есть в наличии,5 400 руб.
Шкаф медицинский ШСС-2,"
ВхШхГ, мм: 1680х800х370
Вес, кг: 45
",['1680х800х370'],Есть в наличии,19 880 руб.
Шкаф медицинский ШМС-1-Т-Р-1,"
ВхШхГ, мм: 1730х555х320
",['1730х555х320'],Есть в наличии,19 980 руб.
Шкаф медицинский ШММ-1-Т,"
ВхШхГ, мм: 1680х555х320
",['1680х555х320'],Есть в наличии,20 230 руб.
Шкаф медицинский ШММ-1-Р-1,"
ВхШхГ, мм: 1680х555х320
",['1680х555х320'],Есть в наличии,21 030 руб.
Аптечка G32/1,"
ВхШхГ, мм: 320х210х85
Вес, кг: 1.7
",['320х210х85'],Есть в наличии,3 070 руб.
Аптечка G45/2,"
ВхШхГ, мм: 450х360х150
Вес, кг: 5.5
",['450х360х150'],Есть в наличии,6 350 руб.
Аптечка D36,"
ВхШхГ, мм: 360х450х150
Вес, кг: 5
",['360х450х150'],Есть в наличии,6 580 руб.
Шкаф медицинский ШМС-1-А-Р-1,"
ВхШхГ, мм: 1730х555х320
",['1730х555х320'],Есть в наличии,21 440 руб.
