title,size,price
"
Шкаф медицинский ШМ 1-2М А1
","[<a class=""spec"">Вес(кг): <span>28</span></a>, <a class=""spec"">Габариты: <span>1760x500x300</span></a>]","
Под заказ
"
"
Шкаф медицинский ШМ 1-2 М
","[<a class=""spec"">Вес(кг): <span>28</span></a>, <a class=""spec"">Габариты: <span>1605x435x400</span></a>]","
Под заказ
"
"
Шкаф медицинский ШМ 1-2Т (0.8)
","[<a class=""spec"">Вес(кг): <span>32</span></a>, <a class=""spec"">Габариты: <span>1605x450x400</span></a>]","
Под заказ
"
"
Шкаф медицинский ШМ 1-2А2
","[<a class=""spec"">Вес(кг): <span>47</span></a>, <a class=""spec"">Габариты: <span>1860x600x400</span></a>]","
Под заказ
"
"
Шкаф медицинский ШМ 1-2ВМ
","[<a class=""spec"">Вес(кг): <span>35</span></a>, <a class=""spec"">Габариты: <span>1785x435x400</span></a>]","
Под заказ
"
"
Шкаф медицинский ШМ 1-1
","[<a class=""spec"">Вес(кг): <span>31</span></a>, <a class=""spec"">Габариты: <span>1605x435x400</span></a>]","
Под заказ
"
"
Шкаф медицинский ШМ 1-2
","[<a class=""spec"">Вес(кг): <span>27</span></a>, <a class=""spec"">Габариты: <span>1605x435x400</span></a>]","
Под заказ
"
"
Шкаф медицинский ШМ 1-2 МЯ
","[<a class=""spec"">Вес(кг): <span>32</span></a>, <a class=""spec"">Габариты: <span>1605x435x400</span></a>]","
Под заказ
"
"
Шкаф медицинский ШМ 1-2 Я
","[<a class=""spec"">Вес(кг): <span>33</span></a>, <a class=""spec"">Габариты: <span>1605x435x400</span></a>]","
Под заказ
"
"
Шкаф медицинский ПРАКТИК MED 1 1650/SG
","[<a class=""spec"">Вес(кг): <span>26</span></a>, <a class=""spec"">Габариты: <span>1755x500x320</span></a>]","
 16 509 руб.
"
"
Шкаф медицинский ПРАКТИК MED 1 1650/SS
","[<a class=""spec"">Вес(кг): <span>24</span></a>, <a class=""spec"">Габариты: <span>1755x500x320</span></a>]","
 16 509 руб.
"
"
Шкаф медицинский ПРАКТИК MED 1 1657/SS
","[<a class=""spec"">Вес(кг): <span>27</span></a>, <a class=""spec"">Габариты: <span>1755x570x320</span></a>]","
 16 958 руб.
"
"
Шкаф медицинский ПРАКТИК MED 1 1657/SG
","[<a class=""spec"">Вес(кг): <span>27</span></a>, <a class=""spec"">Габариты: <span>1755x570x320</span></a>]","
 16 958 руб.
"
"
Шкаф медицинский ПРАКТИК MED 2 1670/SG
","[<a class=""spec"">Вес(кг): <span>33</span></a>, <a class=""spec"">Габариты: <span>1755x700x320</span></a>]","
 17 927 руб.
"
"
Шкаф медицинский ПРАКТИК MED 2 1670/SS
","[<a class=""spec"">Вес(кг): <span>33</span></a>, <a class=""spec"">Габариты: <span>1755x700x320</span></a>]","
 17 927 руб.
"
"
Шкаф медицинский ПРАКТИК MED 1 1760/SS
","[<a class=""spec"">Вес(кг): <span>35</span></a>, <a class=""spec"">Габариты: <span>1850x600x400</span></a>]","
 20 589 руб.
"
"
Шкаф медицинский ПРАКТИК MED 1 1760/SG
","[<a class=""spec"">Вес(кг): <span>35</span></a>, <a class=""spec"">Габариты: <span>1850x600x400</span></a>]","
 20 589 руб.
"
"
Шкаф медицинский ПРАКТИК MED 2 1780/SS
","[<a class=""spec"">Вес(кг): <span>41</span></a>, <a class=""spec"">Габариты: <span>1850x800x400</span></a>]","
 22 486 руб.
"
"
Столик СП-02М
","[<a class=""spec"">Вес(кг): <span>31</span></a>, <a class=""spec"">Габариты: <span>875x960x450</span></a>]","
Под заказ
"
"
Столик СП-02ДН
","[<a class=""spec"">Вес(кг): <span>34</span></a>, <a class=""spec"">Габариты: <span>875x760x410</span></a>]","
Под заказ
"
"
Столик СП-02Н
","[<a class=""spec"">Вес(кг): <span>20</span></a>, <a class=""spec"">Габариты: <span>875x760x410</span></a>]","
Под заказ
"
"
Столик СП-02У
","[<a class=""spec"">Вес(кг): <span>20</span></a>, <a class=""spec"">Габариты: <span>875x760x410</span></a>]","
Под заказ
"
"
Столик для перевозки биксов СП-01БН
","[<a class=""spec"">Вес(кг): <span>7</span></a>, <a class=""spec"">Габариты: <span>840x810x410</span></a>]","
Под заказ
"
"
Столик для перевозки биксов СП-01Б
","[<a class=""spec"">Вес(кг): <span>7</span></a>, <a class=""spec"">Габариты: <span>840x810x410</span></a>]","
Под заказ
"
"
Столик процедурный СП-02-7НН
","[<a class=""spec"">Вес(кг): <span>18</span></a>, <a class=""spec"">Габариты: <span>875x740x410</span></a>]","
Под заказ
"
"
Столик инструментальный СП-02-2 НН
","[<a class=""spec"">Вес(кг): <span>23</span></a>, <a class=""spec"">Габариты: <span>860x790x450</span></a>]","
Под заказ
"
"
Столик процедурный СП-02-6
","[<a class=""spec"">Вес(кг): <span>38</span></a>, <a class=""spec"">Габариты: <span>930x800x570</span></a>]","
Под заказ
"
"
Столик процедурный СП-02-4
","[<a class=""spec"">Вес(кг): <span>37</span></a>, <a class=""spec"">Габариты: <span>950x875x455</span></a>]","
Под заказ
"
"
Столик процедурный СП-02-9 Р
","[<a class=""spec"">Вес(кг): <span>38</span></a>, <a class=""spec"">Габариты: <span>800x930x570</span></a>]","
Под заказ
"
"
Столик процедурный ГУСЬ СП-01ГН4.В
","[<a class=""spec"">Вес(кг): <span>7</span></a>, <a class=""spec"">Габариты: <span>900-1320x600x400</span></a>]","
Под заказ
"
"
Столик процедурный СП-02-7Н
","[<a class=""spec"">Вес(кг): <span>18</span></a>, <a class=""spec"">Габариты: <span>875x740x410</span></a>]","
Под заказ
"
"
Столик процедурный СП-02-5Н
","[<a class=""spec"">Вес(кг): <span>18</span></a>, <a class=""spec"">Габариты: <span>800x700x430</span></a>]","
Под заказ
"
"
Столик для раскладки лекарств СП-01-2М
","[<a class=""spec"">Вес(кг): <span>11</span></a>, <a class=""spec"">Габариты: <span>810x805x400</span></a>]","
Под заказ
"
"
Столик процедурный СП-02-3
","[<a class=""spec"">Вес(кг): <span>19</span></a>, <a class=""spec"">Габариты: <span>875x500x450</span></a>]","
Под заказ
"
"
Столик процедурный СП-01Н
","[<a class=""spec"">Вес(кг): <span>13</span></a>, <a class=""spec"">Габариты: <span>800x685x385</span></a>]","
Под заказ
"
"
Столик процедурный СП-02-7
","[<a class=""spec"">Вес(кг): <span>19</span></a>, <a class=""spec"">Габариты: <span>875x740x410</span></a>]","
Под заказ
"
"
Столик процедурный СП-02-5
","[<a class=""spec"">Вес(кг): <span>19</span></a>, <a class=""spec"">Габариты: <span>875x700x430</span></a>]","
Под заказ
"
"
Столик процедурный СП-01-3Н
","[<a class=""spec"">Вес(кг): <span>10</span></a>, <a class=""spec"">Габариты: <span>800x665x385</span></a>]","
Под заказ
"
"
Столик процедурный СП-01-2К
","[<a class=""spec"">Вес(кг): <span>11</span></a>, <a class=""spec"">Габариты: <span>810x805x400</span></a>]","
Под заказ
"
"
Столик процедурный ГУСЬ СП-01ГН
","[<a class=""spec"">Вес(кг): <span>6</span></a>, <a class=""spec"">Габариты: <span>770-1100x655x430</span></a>]","
Под заказ
"
"
Столик процедурный СП-01-4
","[<a class=""spec"">Вес(кг): <span>13</span></a>, <a class=""spec"">Габариты: <span>800x685x385</span></a>]","
Под заказ
"
"
Столик процедурный СП-01
","[<a class=""spec"">Вес(кг): <span>12</span></a>, <a class=""spec"">Габариты: <span>800x700x420</span></a>]","
Под заказ
"
"
Столик процедурный СП-01-3C
","[<a class=""spec"">Вес(кг): <span>9</span></a>, <a class=""spec"">Габариты: <span>800x700x400</span></a>]","
Под заказ
"
"
Столик процедурный СП-01-3
","[<a class=""spec"">Вес(кг): <span>9</span></a>, <a class=""spec"">Габариты: <span>800x700x400</span></a>]","
Под заказ
"
"
Столик процедурный СП-01-2НC
","[<a class=""spec"">Вес(кг): <span>9</span></a>, <a class=""spec"">Габариты: <span>800x665x385</span></a>]","
Под заказ
"
"
Столик процедурный ГУСЬ СП-01Г
","[<a class=""spec"">Вес(кг): <span>6</span></a>, <a class=""spec"">Габариты: <span>770-1100x655x430</span></a>]","
Под заказ
"
"
Столик процедурный СП-01-2C
","[<a class=""spec"">Вес(кг): <span>9</span></a>, <a class=""spec"">Габариты: <span>800x665x385</span></a>]","
Под заказ
"
"
Стол манипуляционный МД SM N
","[<a class=""spec"">Вес(кг): <span>10</span></a>, <a class=""spec"">Габариты: <span>710/720x680x440</span></a>]","
 6 380 руб.
"
"
Стол процедурный МД SP 2G
","[<a class=""spec"">Вес(кг): <span>19</span></a>, <a class=""spec"">Габариты: <span>940x600x470</span></a>]","
 8 563 руб.
"
"
Стол медицинский процедурный МД SP N
","[<a class=""spec"">Вес(кг): <span>12</span></a>, <a class=""spec"">Габариты: <span>790/1150x700x410</span></a>]","
 10 134 руб.
"
"
Стол процедурный МД SP 3G
","[<a class=""spec"">Вес(кг): <span>19</span></a>, <a class=""spec"">Габариты: <span>940x600x470</span></a>]","
 10 450 руб.
"
"
Стол процедурный МД SP 2N
","[<a class=""spec"">Вес(кг): <span>18</span></a>, <a class=""spec"">Габариты: <span>940x600x470</span></a>]","
 11 745 руб.
"
"
Столик стоматолога СС-1-6
","[<a class=""spec"">Вес(кг): <span>34</span></a>, <a class=""spec"">Габариты: <span>880x630x390</span></a>]","
Под заказ
"
"
Столик стоматолога СС-1-5
","[<a class=""spec"">Вес(кг): <span>28</span></a>, <a class=""spec"">Габариты: <span>880x510x510</span></a>]","
Под заказ
"
"
Столик стоматолога СС-1
","[<a class=""spec"">Вес(кг): <span>24</span></a>, <a class=""spec"">Габариты: <span>990x640x485</span></a>]","
Под заказ
"
"
Стол процедурный МД SP 3N
","[<a class=""spec"">Вес(кг): <span>20</span></a>, <a class=""spec"">Габариты: <span>940x600x470</span></a>]","
 15 856 руб.
"
"
Стол манипуляционный МД SM 1
","[<a class=""spec"">Вес(кг): <span>20</span></a>, <a class=""spec"">Габариты: <span>940x600x470</span></a>]","
 17 304 руб.
"
"
Стол манипуляционный МД SM 2
","[<a class=""spec"">Вес(кг): <span>26</span></a>, <a class=""spec"">Габариты: <span>940x600x470</span></a>]","
 26 219 руб.
"
"
Стол манипуляционный МД SM 6
","[<a class=""spec"">Вес(кг): <span>38</span></a>, <a class=""spec"">Габариты: <span>940x600x470</span></a>]","
 36 929 руб.
"
"
Стол манипуляционный СМ-01
","[<a class=""spec"">Вес(кг): <span>31</span></a>, <a class=""spec"">Габариты: <span>970x870x620</span></a>]","
Под заказ
"
"
Стол палатный MW TW-16 БЕЛОЕ ДЕРЕВО
","[<a class=""spec"">Вес(кг): <span>18</span></a>, <a class=""spec"">Габариты: <span>741x850x750</span></a>]","
Под заказ
"
"
Стол палатный MW TW-25 БЕЛОЕ ДЕРЕВО
","[<a class=""spec"">Вес(кг): <span>21</span></a>, <a class=""spec"">Габариты: <span>750x850x750</span></a>]","
Под заказ
"
"
Стол палатный MW TW-16 ГОЛУБОЙ
","[<a class=""spec"">Вес(кг): <span>18</span></a>, <a class=""spec"">Габариты: <span>741x850x750</span></a>]","
Под заказ
"
"
Стол палатный MW TW-16 БЕЛЫЙ
","[<a class=""spec"">Вес(кг): <span>18</span></a>, <a class=""spec"">Габариты: <span>741x850x750</span></a>]","
Под заказ
"
"
Стол производственный с решетчатой полкой и бортом
","[<a class=""spec"">Вес(кг): <span>23</span></a>, <a class=""spec"">Габариты: <span>860x1500x600</span></a>]","
 7 956 руб.
9 360 руб."
"
Стол медицинский СМ 1-1С
","[<a class=""spec"">Вес(кг): <span>25</span></a>, <a class=""spec"">Габариты: <span>740x1100x600</span></a>]","
Под заказ
"
"
Стол однотумбовый СК8 - 3Б
","[<a class=""spec"">Вес(кг): <span>33</span></a>, <a class=""spec"">Габариты: <span>850x1200x600</span></a>]","
Под заказ
"
"
Стол однотумбовый СМ-1
","[<a class=""spec"">Вес(кг): <span>29</span></a>, <a class=""spec"">Габариты: <span>750x1100x600</span></a>]","
Под заказ
"
"
Кровать медицинская КМ-09
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>840x900x</span></a>]","
Под заказ
"
"
Матрац медицинский с чехлом, пенополиуретан
","[<a class=""spec"">Вес(кг): <span>4</span></a>, <a class=""spec"">Габариты: <span>100x900x</span></a>]","
Под заказ
"
"
Кровать функциональная КМ-04
","[<a class=""spec"">Вес(кг): <span>80</span></a>, <a class=""spec"">Габариты: <span>905x890x</span></a>]","
Под заказ
"
"
Кровать медицинская КМ-01
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>900x840x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 01-6
","[<a class=""spec"">Вес(кг): <span>21</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 01-3
","[<a class=""spec"">Вес(кг): <span>22</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 02
","[<a class=""spec"">Вес(кг): <span>26</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 02-1
","[<a class=""spec"">Вес(кг): <span>26</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 02-2
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КМ-10
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>840x900x</span></a>]","
 23 435 руб.
"
"
Кровать медицинская КМ-06
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>935x2220x956</span></a>]","
 34 757 руб.
"
"
Кровать медицинская КМ-03
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>900x840x</span></a>]","
 41 693 руб.
"
"
Кровать медицинская КМ-02
","[<a class=""spec"">Вес(кг): <span>72</span></a>, <a class=""spec"">Габариты: <span>935x2220x956</span></a>]","
 64 847 руб.
"
"
Кровать медицинская КМ-15
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>956/1017x2170x2170</span></a>]","
Под заказ
"
"
Кровать функциональная КМ-17 (электропривод)
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>956/1017x2170x2170</span></a>]","
Под заказ
"
"
Кровать функциональная КМ-07
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>956x2220x935</span></a>]","
Под заказ
"
"
Кровать функциональная КМ-05
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>956x2220x935</span></a>]","
Под заказ
"
"
Кровать медицинская КМ-09
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>840x900x</span></a>]","
Под заказ
"
"
Матрац медицинский с чехлом, пенополиуретан
","[<a class=""spec"">Вес(кг): <span>4</span></a>, <a class=""spec"">Габариты: <span>100x900x</span></a>]","
Под заказ
"
"
Кровать функциональная КМ-04
","[<a class=""spec"">Вес(кг): <span>80</span></a>, <a class=""spec"">Габариты: <span>905x890x</span></a>]","
Под заказ
"
"
Кровать медицинская КМ-01
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>900x840x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 01-6
","[<a class=""spec"">Вес(кг): <span>21</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 01-3
","[<a class=""spec"">Вес(кг): <span>22</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 02
","[<a class=""spec"">Вес(кг): <span>26</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 02-1
","[<a class=""spec"">Вес(кг): <span>26</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КОМ 02-2
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>800x800x</span></a>]","
Под заказ
"
"
Кровать медицинская КМ-10
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>840x900x</span></a>]","
 23 435 руб.
"
"
Кровать медицинская КМ-06
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>935x2220x956</span></a>]","
 34 757 руб.
"
"
Кровать медицинская КМ-03
","[<a class=""spec"">Вес(кг): <span>30</span></a>, <a class=""spec"">Габариты: <span>900x840x</span></a>]","
 41 693 руб.
"
"
Кровать медицинская КМ-02
","[<a class=""spec"">Вес(кг): <span>72</span></a>, <a class=""spec"">Габариты: <span>935x2220x956</span></a>]","
 64 847 руб.
"
"
Кровать медицинская КМ-15
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>956/1017x2170x2170</span></a>]","
Под заказ
"
"
Кровать функциональная КМ-17 (электропривод)
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>956/1017x2170x2170</span></a>]","
Под заказ
"
"
Кровать функциональная КМ-07
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>956x2220x935</span></a>]","
Под заказ
"
"
Кровать функциональная КМ-05
","[<a class=""spec"">Вес(кг): <span>75</span></a>, <a class=""spec"">Габариты: <span>956x2220x935</span></a>]","
Под заказ
"
