title,description,size,availability,price
Шкаф ПРАКТИК СВ-12,"
ВхШхГ, мм: 1860х850х400
Вес, кг: 41
",['1860х850х400'],Есть в наличии,12 660 руб.
Шкаф усиленный ПРАКТИК ML/LS-11-40D,"
ВхШхГ, мм: 1830х412х500
Вес, кг: 23.7
",['1830х412х500'],Есть в наличии,7 970 руб.
Картотечный шкаф ПРАКТИК AFC-04,"
ВхШхГ, мм: 1320x470x646
Вес, кг: 48
",['1320x470x646'],Есть в наличии,26 010 руб.
Шкаф ПРАКТИК LS-41,"
ВхШхГ, мм: 1830х1170х500
Вес, кг: 52.5
",['1830х1170х500'],Есть в наличии,18 150 руб.
Шкаф для раздевалки ШРМ-АК,"
ВхШхГ, мм: 1860х600х500
Вес, кг: 33
",['1860х600х500'],Есть в наличии,9 900 руб.
Шкаф ПРАКТИК М-18,"
ВхШхГ, мм: 1830х915х370
Вес, кг: 45
",['1830х915х370'],Есть в наличии,13 130 руб.
Шкаф ПРАКТИК LS-21-60,"
ВхШхГ, мм: 1860х600х500
Вес, кг: 29.8
",['1860х600х500'],Есть в наличии,9 550 руб.
Ключница KEY-60 (с брелками),"
ВхШхГ, мм: 400х355х59
Вес, кг: 3.8
",['400х355х59'],Есть в наличии,2 880 руб.
Шкаф усиленный ПРАКТИК ML-11-50U (LS-11-50),"
ВхШхГ, мм: 1830х500х500
Вес, кг: 26
",['1830х500х500'],Есть в наличии,10 150 руб.
Шкаф сушильный ШС Циклон 1965,"
ВхШхГ, мм: 1950х650х600
Вес, кг: 58
",['1950х650х600'],Есть в наличии,47 240 руб.
Картотечный шкаф ПРАКТИК A0-10,"
ВхШхГ, мм: 880х1359х927
Вес, кг: 228
",['880х1359х927'],Есть в наличии,128 120 руб.
Шкаф для кислородного баллона ШГР 40-1-4(40л),"
ВхШхГ, мм: 1631х400х385
Вес, кг: 16.6
",['1631х400х385'],Есть в наличии,7 730 руб.
Шкаф для одежды ШРК-22-800,"
ВхШхГ, мм: 1850х800х500
Вес, кг: 34
",['1850х800х500'],Есть в наличии,14 410 руб.
Шкаф ПРАКТИК LS-21,"
ВхШхГ, мм: 1830х600х500
Вес, кг: 28.8
",['1830х600х500'],Есть в наличии,9 550 руб.
Шкаф для паркинга 2000х950х1200 (односекционный),"
ВхШхГ, мм: 2000х950х1200
",['2000х950х1200'],Есть в наличии,88 330 руб.
Сушильная стойка СО-2К на 2 пары обуви,"
ВхШхГ, мм: 596х245х270
Вес, кг: 5.5
",['596х245х270'],Есть в наличии,20 560 руб.
Шкаф инструментальный TC 1995-121215,"
ВхШхГ, мм: 1900х950х500
Вес, кг: 94.12
",['1900х950х500'],Есть в наличии,52 060 руб.
Шкаф офисный ПРАКТИК АМ 1891,"
ВхШхГ, мм: 1830х915х458
Вес, кг: 46.6
",['1830х915х458'],Есть в наличии,14 710 руб.
Шкаф сушильный ШРС-В-1000,"
ВхШхГ, мм: 1880х800х500
Вес, кг: 68.3
",['1880х800х500'],Есть в наличии,40 760 руб.
Шкаф сушильный ШС-4 К для одежды и обуви,"
ВхШхГ, мм: 1900х800х500
Вес, кг: 90
",['1900х800х500'],Есть в наличии,53 760 руб.
Шкаф инструментальный TC 1095-001010,"
ВхШхГ, мм: 1000х950х500
Вес, кг: 32.7
",['1000х950х500'],Есть в наличии,21 350 руб.
"Шкаф кухонный ШЗКп - 1800х1200х500 Profi Ral (двери распашные, 3 сплошные полки)","
ВхШхГ, мм: 1800х1200х500
",['1800х1200х500'],Есть в наличии,25 050 руб.
"Шкаф кухонный ШЗКп - 1800х600х500 Profi Ral (дверь распашная, 2 сплошные полки)","
ВхШхГ, мм: 1800х600х500
",['1800х600х500'],Есть в наличии,17 010 руб.
Шкаф архивный ШХА-50(40)/670,"
ВхШхГ, мм: 670х490х400
Вес, кг: 12
",['670х490х400'],Есть в наличии,5 920 руб.
Шкаф для одежды ШР-11 L400 (доп. секция),"
ВхШхГ, мм: 1850х400х500
Вес, кг: 17
",['1850х400х500'],Есть в наличии,7 190 руб.
Шкаф для одежды ШМ-24,"
ВхШхГ, мм: 1850х600х490
Вес, кг: 32.3
",['1850х600х490'],Есть в наличии,15 790 руб.
Шкаф сушильный ШС Циклон 1985,"
ВхШхГ, мм: 1950х850х600
Вес, кг: 68
",['1950х850х600'],Есть в наличии,54 400 руб.
Шкаф картотечный FB-7,"
ВхШхГ, мм: 1330х520х630
Вес, кг: 67.6
",['1330х520х630'],Есть в наличии,40 000 руб.
Шкаф универсальный ШМУ 22-800,"
ВхШхГ, мм: 1850х800х500
Вес, кг: 38
",['1850х800х500'],Есть в наличии,15 570 руб.
Шкаф для паркинга 1700х2150х1200 (односекционный),"
ВхШхГ, мм: 1700х2150х1200
",['1700х2150х1200'],Есть в наличии,124 520 руб.
Шкаф для паркинга 1700х950х1200 (односекционный),"
ВхШхГ, мм: 1700х950х1200
",['1700х950х1200'],Есть в наличии,78 880 руб.
Шкаф ПРАКТИК LS-21-80,"
ВхШхГ, мм: 1830х800х500
Вес, кг: 35
",['1830х800х500'],Есть в наличии,12 050 руб.
Шкаф для паркинга 2000х1550х600 (односекционный),"
ВхШхГ, мм: 2000х1550х600
",['2000х1550х600'],Есть в наличии,87 760 руб.
Шкаф картотечный FB-2,"
ВхШхГ, мм: 710х470х630
Вес, кг: 30
",['710х470х630'],Есть в наличии,18 440 руб.
Модульный шкаф HARD 2000-062011,"
ВхШхГ, мм: 1998х1150х650
Вес, кг: 118
",['1998х1150х650'],Есть в наличии,110 350 руб.
Шкаф инструментальный тяжелый AMH TC,"
ВхШхГ, мм: 1850х920х460
Вес, кг: 110
",['1850х920х460'],Есть в наличии,56 680 руб.
Шкаф-купе NL-K,"
ВхШхГ, мм: 1850х925х480
Вес, кг: 52.5
",['1850х925х480'],Есть в наличии,27 650 руб.
Шкаф для раздевалок WL 12-30 голубой/белый,"
ВхШхГ, мм: 1900х300х500
Вес, кг: 29.75
",['1900х300х500'],Есть в наличии,8 070 руб.
Шкаф медицинский HILFE МД 2 1670/SS,"
ВхШхГ, мм: 1655х700х320
Вес, кг: 33.3
",['1655х700х320'],Есть в наличии,13 350 руб.
Шкаф сушильный для белья ШС-2А Компакт,"
ВхШхГ, мм: 1200х600х620
Вес, кг: 60
",['1200х600х620'],Есть в наличии,54 850 руб.
Шкаф медицинский HILFE МД 2 1780 R-1,"
ВхШхГ, мм: 1750х800х400
Вес, кг: 49.3
",['1750х800х400'],Есть в наличии,24 310 руб.
Шкаф архивный ШХА/2-850(40),"
ВхШхГ, мм: 920х850х400
Вес, кг: 23
",['920х850х400'],Есть в наличии,9 870 руб.
Шкаф ПРАКТИК М-08,"
ВхШхГ, мм: 832х915х370
Вес, кг: 22
",['832х915х370'],Есть в наличии,8 760 руб.
Картотечный шкаф ПРАКТИК AFC-06C,"
ВхШхГ, мм: 1327х553х631
Вес, кг: 62
",['1327х553х631'],Есть в наличии,31 640 руб.
Шкаф инструментальный ИП-2,"
ВхШхГ, мм: 1860х920х500
Вес, кг: 47
",['1860х920х500'],Есть в наличии,22 800 руб.
Шкаф для одежды ШР-12 L300,"
ВхШхГ, мм: 1850х300х500
Вес, кг: 16
",['1850х300х500'],Есть в наличии,8 980 руб.
Шкаф NL,"
ВхШхГ, мм: 1850х880х500
Вес, кг: 63.4
",['1850х880х500'],Есть в наличии,28 240 руб.
Шкаф для одежды ОД-321-О,"
ВхШхГ, мм: 1860х600х500
Вес, кг: 36
",['1860х600х500'],Есть в наличии,22 370 руб.
Шкаф сушильный ШРС-П-204,"
ВхШхГ, мм: 1950х650х500
Вес, кг: 63
",['1950х650х500'],Есть в наличии,43 910 руб.
Шкаф инструментальный TNC 182.8B.4S,"
ВхШхГ, мм: 1800х1000х500
Вес, кг: 70.4
",['1800х1000х500'],Есть в наличии,98 950 руб.
Шкаф для одежды ШР-12 L400,"
ВхШхГ, мм: 1850х400х500
Вес, кг: 26
",['1850х400х500'],Есть в наличии,10 760 руб.
Шкаф для паркинга 1700х1550х600 (односекционный),"
ВхШхГ, мм: 1700х1550х600
",['1700х1550х600'],Есть в наличии,78 530 руб.
Шкаф медицинский HILFE МД 1 1657/SG,"
ВхШхГ, мм: 1655х570х320
Вес, кг: 29.3
",['1655х570х320'],Есть в наличии,12 630 руб.
Шкаф для раздевалки ШРМ-22-М,"
ВхШхГ, мм: 1860х600х500
Вес, кг: 34
",['1860х600х500'],Есть в наличии,10 210 руб.
Картотечный шкаф ПРАКТИК А-44,"
ВхШхГ, мм: 1305х408х480
Вес, кг: 38
",['1305х408х480'],Есть в наличии,22 380 руб.
Шкаф инструментальный TC-1995-042000,"
ВхШхГ, мм: 1900х950х500
Вес, кг: 69.16
",['1900х950х500'],Есть в наличии,27 450 руб.
Картотечный шкаф ПРАКТИК А-42,"
ВхШхГ, мм: 685х408х485
Вес, кг: 21
",['685х408х485'],Есть в наличии,13 400 руб.
Шкаф для раздевалок ПРАКТИК усиленный ML 11-30 базовый модуль (LS-01),"
ВхШхГ, мм: 1830х300х500
Вес, кг: 17.6
",['1830х300х500'],Есть в наличии,6 610 руб.
Шкаф архивный ШАМ - 0.5/920,"
ВхШхГ, мм: 832х920х450
Вес, кг: 24
",['832х920х450'],Есть в наличии,9 850 руб.
Шкаф для сумок ШМ-312(400),"
ВхШхГ, мм: 1850х1200х490
Вес, кг: 60.3
",['1850х1200х490'],Есть в наличии,36 570 руб.
Шкаф сушильный Универсал-2000 Н,"
ВхШхГ, мм: 2000х650х512
Вес, кг: 64.5
",['2000х650х512'],Есть в наличии,89 530 руб.
"Шкаф кухонный ШЗКп - 1800х1000х600 Profi Ral (двери-купе, 2 сплошные полки)","
ВхШхГ, мм: 1800х1000х600
",['1800х1000х600'],Есть в наличии,24 570 руб.
Шкаф для раздевалок ПРАКТИК усиленный ML 01-40 дополнительный модуль (LS-001-40),"
ВхШхГ, мм: 1830х400х500
Вес, кг: 16.8
",['1830х400х500'],Есть в наличии,6 680 руб.
Шкаф архивный ШАМ - 11,"
ВхШхГ, мм: 1860х850х500
Вес, кг: 46
",['1860х850х500'],Есть в наличии,15 440 руб.
Шкаф для паркинга 2000х4650х1200 (трехсекционный),"
ВхШхГ, мм: 2000х4650х1200
",['2000х4650х1200'],Есть в наличии,277 880 руб.
Шкаф инструментальный TC 1995-120604,"
ВхШхГ, мм: 1900х950х500
Вес, кг: 89.99
",['1900х950х500'],Есть в наличии,45 130 руб.
Шкаф инструментальный TC-1995-041030,"
ВхШхГ, мм: 1900х950х500
Вес, кг: 83.71
",['1900х950х500'],Есть в наличии,41 960 руб.
Шкаф инструментальный TC 1095-10020.10,"
ВхШхГ, мм: 1000х950х500
Вес, кг: 81
",['1000х950х500'],Есть в наличии,51 090 руб.
Шкаф NL-0.5,"
ВхШхГ, мм: 1850х440х500
Вес, кг: 39
",['1850х440х500'],Есть в наличии,19 310 руб.
Шкаф сушильный ШСО-2000-4,"
ВхШхГ, мм: 1818х800х515
Вес, кг: 65
",['1818х800х515'],Есть в наличии,72 670 руб.
Шкаф инструментальный TC 1095-002000,"
ВхШхГ, мм: 1000х950х500
Вес, кг: 32.7
",['1000х950х500'],Есть в наличии,17 560 руб.
Шкаф инструментальный ИП-1/1,"
ВхШхГ, мм: 1860х920х500
Вес, кг: 37
",['1860х920х500'],Есть в наличии,33 900 руб.
Картотечный шкаф КД-612,"
ВхШхГ, мм: 700х446х600
Вес, кг: 36.2
",['700х446х600'],Есть в наличии,23 220 руб.
Шкаф инструментальный TNC 182.10B.2S,"
ВхШхГ, мм: 1800х1000х500
Вес, кг: 70.4
",['1800х1000х500'],Есть в наличии,109 470 руб.
Шкаф для паркинга 2000х3100х900 (двухсекционный),"
ВхШхГ, мм: 2000х3100х900
",['2000х3100х900'],Есть в наличии,180 850 руб.
Шкаф медицинский М1 165.50.32 М,"
ВхШхГ, мм: 1655х500х320
Вес, кг: 24
",['1655х500х320'],Есть в наличии,12 490 руб.
Шкаф для паркинга 1700х3100х600 (двухсекционный),"
ВхШхГ, мм: 1700х3100х600
",['1700х3100х600'],Есть в наличии,145 900 руб.
Шкаф хозяйственный ШРХ-22 L800,"
ВхШхГ, мм: 1850х800х500
Вес, кг: 40.65
",['1850х800х500'],Есть в наличии,15 680 руб.
Шкаф инструментальный тяжелый AMH TC-003000 ЧПУ,"
ВхШхГ, мм: 1850х920х460
Вес, кг: 122
",['1850х920х460'],Есть в наличии,67 420 руб.
Шкаф медицинский HILFE МД 2 1670/SG,"
ВхШхГ, мм: 1655х700х320
Вес, кг: 35.5
",['1655х700х320'],Есть в наличии,13 350 руб.
Шкаф медицинский МД 2 ШМ-SS,"
ВхШхГ, мм: 1830х600х500
Вес, кг: 29.2
",['1830х600х500'],Есть в наличии,10 510 руб.
Шкаф медицинский HILFE МД 2 1780/SS,"
ВхШхГ, мм: 1750х800х400
Вес, кг: 41.5
",['1750х800х400'],Есть в наличии,16 750 руб.
Шкаф для раздевалки ШРМ-АК/500,"
ВхШхГ, мм: 1860х500х500
Вес, кг: 31
",['1860х500х500'],Есть в наличии,9 220 руб.
Шкаф для сумок ШМ-312,"
ВхШхГ, мм: 1850х900х490
Вес, кг: 55
",['1850х900х490'],Есть в наличии,28 040 руб.
Шкаф для раздевалки CL-12,"
ВхШхГ, мм: 1800х300х500
Вес, кг: 24
",['1800х300х500'],Есть в наличии,12 350 руб.
Шкаф для раздевалки ШРМ-412,"
ВхШхГ, мм: 1850х1200х500
Вес, кг: 57
",['1850х1200х500'],Есть в наличии,30 230 руб.
Шкаф сушильный ШРС-П-205,"
ВхШхГ, мм: 1950х800х500
Вес, кг: 71
",['1950х800х500'],Есть в наличии,47 430 руб.
Модульный шкаф HARD 1000-002030,"
ВхШхГ, мм: 998х1150х650
Вес, кг: 143
",['998х1150х650'],Есть в наличии,94 330 руб.
Шкаф инструментальный TC 1095-100206,"
ВхШхГ, мм: 1000х950х500
Вес, кг: 32.5
",['1000х950х500'],Есть в наличии,37 910 руб.
Шкаф архивный ШАМ - 24.0,"
ВхШхГ, мм: 1860х600х500
Вес, кг: 35
",['1860х600х500'],Есть в наличии,12 340 руб.
Шкаф для сумок ШР-14 L300 перф. двери (доп. секция),"
ВхШхГ, мм: 1850х300х500
Вес, кг: 16
",['1850х300х500'],Есть в наличии,9 840 руб.
Шкаф хозяйственный ШРХ-11 L500,"
ВхШхГ, мм: 1850х500х500
Вес, кг: 25
",['1850х500х500'],Есть в наличии,13 380 руб.
Шкаф медицинский HILFE МД 1 1650/SS,"
ВхШхГ, мм: 1655х500х320
Вес, кг: 24.9
",['1655х500х320'],Есть в наличии,12 300 руб.
Шкаф архивный ШАМ - 11/600,"
ВхШхГ, мм: 1860х600х500
Вес, кг: 35
",['1860х600х500'],Есть в наличии,13 060 руб.
Шкаф хозяйственный ШРХ-22 L600,"
ВхШхГ, мм: 1850х600х500
Вес, кг: 33
",['1850х600х500'],Есть в наличии,13 500 руб.
Картотечный шкаф ПРАКТИК AFC-06,"
ВхШхГ, мм: 1327х553х631
Вес, кг: 62
",['1327х553х631'],Есть в наличии,31 490 руб.
Модульный шкаф HARD 2000-004011,"
ВхШхГ, мм: 1998х1150х650
Вес, кг: 115
",['1998х1150х650'],Есть в наличии,111 950 руб.
Шкаф для паркинга 2000х2500х900 (двухсекционный),"
ВхШхГ, мм: 2000х2500х900
",['2000х2500х900'],Есть в наличии,154 720 руб.
Шкаф для газовых баллонов ШГР 27-1-4(27л),"
ВхШхГ, мм: 700х400х385
Вес, кг: 9.4
",['700х400х385'],Есть в наличии,4 830 руб.
Шкаф инструментальный TNC 182.6B.6S,"
ВхШхГ, мм: 1800х1000х500
Вес, кг: 70.4
",['1800х1000х500'],Есть в наличии,88 430 руб.
Шкаф для раздевалки ШРМ-12,"
ВхШхГ, мм: 1860х300х500
Вес, кг: 20
",['1860х300х500'],Есть в наличии,7 500 руб.
Шкаф медицинский МСК-2922.800 (ШМм-МСК),"
ВхШхГ, мм: 1790х800х500
Вес, кг: 42
",['1790х800х500'],Есть в наличии,19 360 руб.
Картотечный шкаф КД-614,"
ВхШхГ, мм: 1300х446х600
Вес, кг: 65
",['1300х446х600'],Есть в наличии,40 050 руб.
Шкаф сушильный ШСО-22м,"
ВхШхГ, мм: 1962х802х513
Вес, кг: 53.7
",['1962х802х513'],Есть в наличии,45 260 руб.
Шкаф медицинский HILFE МД 1 1650/SG,"
ВхШхГ, мм: 1655х500х320
Вес, кг: 26.6
",['1655х500х320'],Есть в наличии,12 300 руб.
Шкаф картотечный FB-3,"
ВхШхГ, мм: 1020х470х630
Вес, кг: 41
",['1020х470х630'],Есть в наличии,22 170 руб.
Шкаф WORK ST 3,"
ВхШхГ, мм: 1980х1114х519
Вес, кг: 114
",['1980х1114х519'],Есть в наличии,53 900 руб.
Модульный шкаф HARD 1000-021030,"
ВхШхГ, мм: 998х1150х650
Вес, кг: 132
",['998х1150х650'],Есть в наличии,80 610 руб.
Шкаф медицинский МД 1 ШМ-SS,"
ВхШхГ, мм: 1830х500х500
Вес, кг: 24
",['1830х500х500'],Есть в наличии,10 730 руб.
Шкаф сушильный KIDBOX 5,"
ВхШхГ, мм: 1641х1524х373
Вес, кг: 123
",['1641х1524х373'],Есть в наличии,82 950 руб.
Шкаф для паркинга 1700х950х600 (односекционный),"
ВхШхГ, мм: 1700х950х600
",['1700х950х600'],Есть в наличии,58 590 руб.
Модульный шкаф HARD 2000-004012,"
ВхШхГ, мм: 1998х1150х650
Вес, кг: 118
",['1998х1150х650'],Есть в наличии,121 840 руб.
Шкаф Valberg AMH 1891,"
ВхШхГ, мм: 1830х921х460
Вес, кг: 108
",['1830х921х460'],Есть в наличии,50 520 руб.
Шкаф-купе NL-K/2000,"
ВхШхГ, мм: 2000х1200х450
Вес, кг: 83
",['2000х1200х450'],Есть в наличии,38 370 руб.
Шкаф инструментальный TNC 181.6B.S1,"
ВхШхГ, мм: 1800х1000х500
",['1800х1000х500'],Есть в наличии,83 600 руб.
Шкаф сушильный ШС-2 Ш для одежды и обуви с дополнительной съемной штангой,"
ВхШхГ, мм: 1900х600х620
Вес, кг: 60
",['1900х600х620'],Есть в наличии,55 430 руб.
Шкаф инструментальный TC-1995/2-024010,"
ВхШхГ, мм: 1900х950х500
Вес, кг: 77
",['1900х950х500'],Есть в наличии,34 080 руб.
Шкаф для одежды ШРК-22-600,"
ВхШхГ, мм: 1850х600х500
Вес, кг: 30
",['1850х600х500'],Есть в наличии,11 660 руб.
Шкаф для одежды ШМ-М-12 доп.,"
ВхШхГ, мм: 1850х300х490
Вес, кг: 15
",['1850х300х490'],Есть в наличии,8 080 руб.
Картотечный шкаф ПРАКТИК A1-05/1 (верх),"
ВхШхГ, мм: 415х1010х691
Вес, кг: 65
",['415х1010х691'],Есть в наличии,41 040 руб.
Шкаф для раздевалок WL 14-30 голубой/белый,"
ВхШхГ, мм: 1895х300х500
Вес, кг: 32.13
",['1895х300х500'],Есть в наличии,9 540 руб.
Шкаф для одежды MF LH-2 1980 (Белое дерево),"
ВхШхГ, мм: 1900х800х550
Вес, кг: 86
",['1900х800х550'],Есть в наличии,16 240 руб.
Модульный шкаф HARD 1000-002010,"
ВхШхГ, мм: 998х1150х650
Вес, кг: 115
",['998х1150х650'],Есть в наличии,73 710 руб.
Модульный шкаф HARD 1000-001010,"
ВхШхГ, мм: 998х1150х650
Вес, кг: 104
",['998х1150х650'],Есть в наличии,65 240 руб.
Шкаф WORK ST 7,"
ВхШхГ, мм: 1980х1114х519
Вес, кг: 178
",['1980х1114х519'],Есть в наличии,85 790 руб.
Модульный шкаф HARD 1000-020000,"
ВхШхГ, мм: 998х1150х650
Вес, кг: 80
",['998х1150х650'],Есть в наличии,56 760 руб.
Шкаф архивный ШАМ - 0.5/920-370,"
ВхШхГ, мм: 832х920х370
Вес, кг: 22
",['832х920х370'],Есть в наличии,8 650 руб.
Шкаф для сумок ШМ-14(400),"
ВхШхГ, мм: 1850х400х490
Вес, кг: 22.5
",['1850х400х490'],Есть в наличии,12 860 руб.
Шкаф для раздевалки ШРМ-112,"
ВхШхГ, мм: 1850х300х500
Вес, кг: 17
",['1850х300х500'],Есть в наличии,9 700 руб.
Шкаф инструментальный ВЛ-051-01,"
ВхШхГ, мм: 1000х1024х625
Вес, кг: 38
",['1000х1024х625'],Есть в наличии,31 740 руб.
Модульный шкаф HARD 2000-033011,"
ВхШхГ, мм: 1998х1150х650
Вес, кг: 117
",['1998х1150х650'],Есть в наличии,114 090 руб.
Шкаф архивный ШХА-900(50),"
ВхШхГ, мм: 1850х910х500
Вес, кг: 48
",['1850х910х500'],Есть в наличии,17 000 руб.
Шкаф для одежды ШМ-22(800),"
ВхШхГ, мм: 1850х800х490
Вес, кг: 36
",['1850х800х490'],Есть в наличии,15 950 руб.
Шкаф инструментальный тяжелый AMH TC EL,"
ВхШхГ, мм: 1850х921х461
Вес, кг: 110
",['1850х921х461'],Есть в наличии,56 680 руб.
Шкаф для паркинга 2300х4000х600 (двухсекционный),"
ВхШхГ, мм: 2300х4000х600
",['2300х4000х600'],Есть в наличии,218 360 руб.
Шкаф медицинский HILFE МД 1 1760 R,"
ВхШхГ, мм: 1750х600х400
Вес, кг: 35.3
",['1750х600х400'],Есть в наличии,15 980 руб.
"Шкаф кухонный ШЗКп - 1800х1200х500 Profi Ral (двери-купе, 3 сплошные полки)","
ВхШхГ, мм: 1800х1200х500
",['1800х1200х500'],Есть в наличии,27 080 руб.
Шкаф для одежды ШМ-44(1000),"
ВхШхГ, мм: 1850х1000х490
Вес, кг: 55.5
",['1850х1000х490'],Есть в наличии,27 170 руб.
Шкаф для паркинга 2300х2150х1200 (односекционный),"
ВхШхГ, мм: 2300х2150х1200
",['2300х2150х1200'],Есть в наличии,155 550 руб.
Шкаф инструментальный TC-1995-004030,"
ВхШхГ, мм: 1900х950х500
Вес, кг: 86.8
",['1900х950х500'],Есть в наличии,42 950 руб.
Шкаф инструментальный TNC 180.B3.S3,"
ВхШхГ, мм: 1800х1000х500
Вес, кг: 70.4
",['1800х1000х500'],Есть в наличии,71 950 руб.
Картотечный шкаф КО-71.2Т,"
ВхШхГ, мм: 1400х519х585
Вес, кг: 63.1
",['1400х519х585'],Есть в наличии,38 640 руб.
Картотечный шкаф МСК-831.03 (3 ящика),"
ВхШхГ, мм: 1100х460х590
Вес, кг: 57
",['1100х460х590'],Есть в наличии,31 470 руб.
Антресоль к шкафу NL-K,"
ВхШхГ, мм: 850х925х480
Вес, кг: 28
",['850х925х480'],Есть в наличии,16 880 руб.
Шкаф для раздевалки ШРМ-220,"
ВхШхГ, мм: 1850х600х500
Вес, кг: 28
",['1850х600х500'],Есть в наличии,18 330 руб.
Шкаф медицинский М1 165.57.32 М ,"
ВхШхГ, мм: 1655х570х320
Вес, кг: 26
",['1655х570х320'],Есть в наличии,12 680 руб.
Шкаф для раздевалок ПРАКТИК усиленный ML 01-30 дополнительный модуль (LS-001),"
ВхШхГ, мм: 1830х300х500
Вес, кг: 14.5
",['1830х300х500'],Есть в наличии,5 850 руб.
Шкаф ШМА-600,"
ВхШхГ, мм: 1850х600х500
Вес, кг: 37.9
",['1850х600х500'],Есть в наличии,17 000 руб.
Шкаф для сумок ШРМ-14,"
ВхШхГ, мм: 1860х300х500
Вес, кг: 21
",['1860х300х500'],Есть в наличии,9 070 руб.
Шкаф инструментальный тяжелый AMH TC-004010,"
ВхШхГ, мм: 1850х920х460
Вес, кг: 143
",['1850х920х460'],Есть в наличии,74 960 руб.
Шкаф инструментальный тяжелый AMH TC-062000,"
ВхШхГ, мм: 1850х920х460
Вес, кг: 135.8
",['1850х920х460'],Есть в наличии,71 810 руб.
Шкаф для одежды ШР-22 L600,"
ВхШхГ, мм: 1850х600х500
Вес, кг: 30
",['1850х600х500'],Есть в наличии,12 330 руб.
Шкаф сушильный ШСО-22м-600,"
ВхШхГ, мм: 1962х602х513
Вес, кг: 47.5
",['1962х602х513'],Есть в наличии,42 810 руб.
Сушильная стойка СО-2 на 2 пары обуви,"
ВхШхГ, мм: 757х375х301
Вес, кг: 8.2
",['757х375х301'],Есть в наличии,23 990 руб.
Шкаф для одежды ШР-11 L300 (доп. секция),"
ВхШхГ, мм: 1850х300х500
Вес, кг: 13
",['1850х300х500'],Есть в наличии,6 050 руб.
Шкаф для одежды ШР-12 L400 (доп. секция),"
ВхШхГ, мм: 1850х380х500
Вес, кг: 18
",['1850х380х500'],Есть в наличии,9 090 руб.
Шкаф инструментальный ВЛ-052-06,"
ВхШхГ, мм: 2000х1024х625
Вес, кг: 85.5
",['2000х1024х625'],Есть в наличии,81 230 руб.
Шкаф WORK ST 2,"
ВхШхГ, мм: 1980х1114х519
Вес, кг: 119
",['1980х1114х519'],Есть в наличии,55 920 руб.
Шкаф для одежды ШМ-33,"
ВхШхГ, мм: 1850х900х490
Вес, кг: 46
",['1850х900х490'],Есть в наличии,21 140 руб.
Шкаф для раздевалок ПРАКТИК усиленный ML 12-30 базовый модуль (LS-02),"
ВхШхГ, мм: 1830х300х500
Вес, кг: 17.6
",['1830х300х500'],Есть в наличии,7 600 руб.
Шкаф для одежды ШМ-М-12(400) доп.,"
ВхШхГ, мм: 1850х400х490
Вес, кг: 17.6
",['1850х400х490'],Есть в наличии,9 400 руб.
Шкаф для сумок CL-14,"
ВхШхГ, мм: 1800х300х500
Вес, кг: 27
",['1800х300х500'],Есть в наличии,12 420 руб.
Шкаф ШМА-800,"
ВхШхГ, мм: 1850х800х500
Вес, кг: 45.9
",['1850х800х500'],Есть в наличии,19 730 руб.
Шкаф для паркинга 2300х950х1200 (односекционный),"
ВхШхГ, мм: 2300х950х1200
",['2300х950х1200'],Есть в наличии,97 710 руб.
Шкаф медицинский М2 175.80.40 М,"
ВхШхГ, мм: 1750х800х400
Вес, кг: 40
",['1750х800х400'],Есть в наличии,16 920 руб.
Шкаф для сумок ШР-14 L300 (перф.двери),"
ВхШхГ, мм: 1850х300х500
Вес, кг: 18
",['1850х300х500'],Есть в наличии,11 440 руб.
Шкаф для белья и одежды МД-505.02 (ШМБО-МСК),"
ВхШхГ, мм: 1800х860х560
Вес, кг: 70
",['1800х860х560'],Есть в наличии,17 470 руб.
Модульный шкаф HARD 2000-033001,"
ВхШхГ, мм: 1998х1150х650
Вес, кг: 122
",['1998х1150х650'],Есть в наличии,100 080 руб.
Шкаф для одежды ШМ-М-11/400 доп.,"
ВхШхГ, мм: 1850х400х500
Вес, кг: 18
",['1850х400х500'],Есть в наличии,8 240 руб.
Шкаф для одежды МД-511 (ШМО-МСК),"
ВхШхГ, мм: 1800х450х380
Вес, кг: 35
",['1800х450х380'],Есть в наличии,10 120 руб.
Антресоль к Шкафу А-8/400,"
ВхШхГ, мм: 850х800х400
Вес, кг: 18
",['850х800х400'],Есть в наличии,9 740 руб.
Шкаф медицинский М2 175.80.40 C,"
ВхШхГ, мм: 1750х800х400
Вес, кг: 47
",['1750х800х400'],Есть в наличии,16 920 руб.
Шкаф инструментальный TNC 182.2B.10S,"
ВхШхГ, мм: 1800х1000х500
Вес, кг: 70.4
",['1800х1000х500'],Есть в наличии,67 380 руб.
Шкаф для паркинга 1700х2150х600 (односекционный),"
ВхШхГ, мм: 1700х2150х600
",['1700х2150х600'],Есть в наличии,98 960 руб.
Шкаф для паркинга 2000х950х600 (односекционный),"
ВхШхГ, мм: 2000х950х600
",['2000х950х600'],Есть в наличии,65 460 руб.
Шкаф медицинский ШММ-2 с трейзером,"
ВхШхГ, мм: 1680х800х370
",['1680х800х370'],Есть в наличии,27 150 руб.
Шкаф для белья и одежды МД-506 (ШМБО-МСК),"
ВхШхГ, мм: 1800х860х380
Вес, кг: 45
",['1800х860х380'],Есть в наличии,12 720 руб.
