title,size,price
"

                                    Медицинский шкаф для одежды МД 2 ШМ                                 


Высота, мм
1830


Ширина, мм
915


Глубина, мм
458



","[<td class=""bxr-props-table-value"">1830</td>, <td class=""bxr-props-table-value"">915</td>, <td class=""bxr-props-table-value"">458</td>]",20 601 руб.
"

                                    Медицинская кровать MB-93                                 


Высота, мм
935


Ширина, мм
2220


Глубина, мм
956/1007



","[<td class=""bxr-props-table-value"">935</td>, <td class=""bxr-props-table-value"">2220</td>, <td class=""bxr-props-table-value"">956/1007</td>]",61 951 руб.
"

                                    Медицинский стеллаж СТМ MS 185/100х40/4                                 


Высота, мм
1850


Ширина, мм
1000


Глубина, мм
400



","[<td class=""bxr-props-table-value"">1850</td>, <td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">400</td>]",5 212 руб.
"

                                    Медицинский шкаф HILFE МД 2 1670/SS                                 


Высота, мм
1655/1755


Ширина, мм
700


Глубина, мм
320



","[<td class=""bxr-props-table-value"">1655/1755</td>, <td class=""bxr-props-table-value"">700</td>, <td class=""bxr-props-table-value"">320</td>]",15 460 руб.
"

                                    Медицинский шкаф HILFE МД 2 1780/SG                                 


Высота, мм
1750/1850


Ширина, мм
800


Глубина, мм
400



","[<td class=""bxr-props-table-value"">1750/1850</td>, <td class=""bxr-props-table-value"">800</td>, <td class=""bxr-props-table-value"">400</td>]",18 292 руб.
"

                                    Медицинский стеллаж СТМ MS 200KD/100х30/4                                 


Высота, мм
2000


Ширина, мм
1000


Глубина, мм
300



","[<td class=""bxr-props-table-value"">2000</td>, <td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">300</td>]",4 917 руб.
"

                                    Тележка МД ТБЛ                                 


Высота, мм
800


Ширина, мм
2110


Глубина, мм
660



","[<td class=""bxr-props-table-value"">800</td>, <td class=""bxr-props-table-value"">2110</td>, <td class=""bxr-props-table-value"">660</td>]",36 572 руб.
"

                                    Стол манипуляционный МД SM 2                                 


Высота, мм
960


Ширина, мм
600


Глубина, мм
430



","[<td class=""bxr-props-table-value"">960</td>, <td class=""bxr-props-table-value"">600</td>, <td class=""bxr-props-table-value"">430</td>]",21 458 руб.
"

                                    Стол процедурный МД SP 3N                                 


Высота, мм
960


Ширина, мм
630


Глубина, мм
470



","[<td class=""bxr-props-table-value"">960</td>, <td class=""bxr-props-table-value"">630</td>, <td class=""bxr-props-table-value"">470</td>]",12 977 руб.
"

                                    Медицинский стеллаж СТМ MS 220/100х60/6                                 


Высота, мм
2200


Ширина, мм
1000


Глубина, мм
600



","[<td class=""bxr-props-table-value"">2200</td>, <td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">600</td>]",9 672 руб.
"

                                    Медицинский шкаф для одежды ПРАКТИК МД LS(LE)-21-80 U                                 


Высота, мм
1830


Ширина, мм
813


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1830</td>, <td class=""bxr-props-table-value"">813</td>, <td class=""bxr-props-table-value"">500</td>]",13 775 руб.
"

                                    Ширма медицинская ШМ-01П                                 


Высота, мм
1800


Ширина, мм
740


Глубина, мм
510



","[<td class=""bxr-props-table-value"">1800</td>, <td class=""bxr-props-table-value"">740</td>, <td class=""bxr-props-table-value"">510</td>]",2 614 руб.
"

                                    Медицинский шкаф для одежды ПРАКТИК МД LS(LE)-41                                 


Высота, мм
1830


Ширина, мм
1130


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1830</td>, <td class=""bxr-props-table-value"">1130</td>, <td class=""bxr-props-table-value"">500</td>]",20 552 руб.
"

                                    Медицинский стеллаж СТМ MS 200/100х40/6                                 


Высота, мм
2000


Ширина, мм
1000


Глубина, мм
400



","[<td class=""bxr-props-table-value"">2000</td>, <td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">400</td>]",7 165 руб.
"

                                    Медицинский стеллаж СТМ MS 185/100х60/4                                 


Высота, мм
1850


Ширина, мм
1000


Глубина, мм
600



","[<td class=""bxr-props-table-value"">1850</td>, <td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">600</td>]",6 646 руб.
"

                                    Подставка для судна КМ                                 


Высота, мм
300


Ширина, мм
610


Глубина, мм
-



","[<td class=""bxr-props-table-value"">300</td>, <td class=""bxr-props-table-value"">610</td>, <td class=""bxr-props-table-value"">-</td>]",2 634 руб.
"

                                    Штатив медицинский для внутривенных вливаний тип М192                                 


Высота, мм
2300


Ширина, мм
500


Глубина, мм
500



","[<td class=""bxr-props-table-value"">2300</td>, <td class=""bxr-props-table-value"">500</td>, <td class=""bxr-props-table-value"">500</td>]",2 189 руб.
"

                                    Медицинская кровать КМ-06                                 


Высота, мм
935


Ширина, мм
2220


Глубина, мм
956



","[<td class=""bxr-props-table-value"">935</td>, <td class=""bxr-props-table-value"">2220</td>, <td class=""bxr-props-table-value"">956</td>]",34 062 руб.
"

                                    Рама Балканского КМ                                 


Высота, мм
1400


Ширина, мм
2191


Глубина, мм
50



","[<td class=""bxr-props-table-value"">1400</td>, <td class=""bxr-props-table-value"">2191</td>, <td class=""bxr-props-table-value"">50</td>]",9 382 руб.
"

                                    Медицинский шкаф HILFE МД 1 ШМ-SSD                                 


Высота, мм
1850/1865


Ширина, мм
600


Глубина, мм
400



","[<td class=""bxr-props-table-value"">1850/1865</td>, <td class=""bxr-props-table-value"">600</td>, <td class=""bxr-props-table-value"">400</td>]",29 888 руб.
"

                                    Сейф-термостат VALBERG TS - 3/25                                 


Высота, мм
850


Ширина, мм
510


Глубина, мм
510



","[<td class=""bxr-props-table-value"">850</td>, <td class=""bxr-props-table-value"">510</td>, <td class=""bxr-props-table-value"">510</td>]",316 577 руб.
"

                                    Медицинская тумба МД ТП-3                                 


Высота, мм
710/652.5


Ширина, мм
420


Глубина, мм
490



","[<td class=""bxr-props-table-value"">710/652.5</td>, <td class=""bxr-props-table-value"">420</td>, <td class=""bxr-props-table-value"">490</td>]",6 610 руб.
"

                                    Стол процедурный МД SP N (прикроватный)                                 


Высота, мм
790/1150


Ширина, мм
700


Глубина, мм
410



","[<td class=""bxr-props-table-value"">790/1150</td>, <td class=""bxr-props-table-value"">700</td>, <td class=""bxr-props-table-value"">410</td>]",8 294 руб.
"

                                    Шкаф для одежды MW-2 1980 голубой                                 


Высота, мм
1926


Ширина, мм
800


Глубина, мм
550



","[<td class=""bxr-props-table-value"">1926</td>, <td class=""bxr-props-table-value"">800</td>, <td class=""bxr-props-table-value"">550</td>]",16 543 руб.
"

                                    Стол палатный MW TW-16 голубой                                 


Высота, мм
741


Ширина, мм
850


Глубина, мм
750



","[<td class=""bxr-props-table-value"">741</td>, <td class=""bxr-props-table-value"">850</td>, <td class=""bxr-props-table-value"">750</td>]",6 257 руб.
"

                                    Медицинский шкаф для уборочного инвентаря МД1 ШМ-SS                                 


Высота, мм
1830/1900


Ширина, мм
500


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1830/1900</td>, <td class=""bxr-props-table-value"">500</td>, <td class=""bxr-props-table-value"">500</td>]",10 001 руб.
"

                                    Стол манипуляционный МД SM 1                                 


Высота, мм
960


Ширина, мм
600


Глубина, мм
430



","[<td class=""bxr-props-table-value"">960</td>, <td class=""bxr-props-table-value"">600</td>, <td class=""bxr-props-table-value"">430</td>]",14 162 руб.
"

                                    Медицинская тумба МД ТП-1                                 


Высота, мм
710/652.5


Ширина, мм
420


Глубина, мм
490



","[<td class=""bxr-props-table-value"">710/652.5</td>, <td class=""bxr-props-table-value"">420</td>, <td class=""bxr-props-table-value"">490</td>]",8 677 руб.
"

                                    Шкаф для одежды MW-2 1880 белый                                 


Высота, мм
1800


Ширина, мм
800


Глубина, мм
550



","[<td class=""bxr-props-table-value"">1800</td>, <td class=""bxr-props-table-value"">800</td>, <td class=""bxr-props-table-value"">550</td>]",11 965 руб.
"

                                    Медицинский стеллаж СТМ MS 185KD/70х30/4                                 


Высота, мм
1850


Ширина, мм
700


Глубина, мм
300



","[<td class=""bxr-props-table-value"">1850</td>, <td class=""bxr-props-table-value"">700</td>, <td class=""bxr-props-table-value"">300</td>]",4 240 руб.
"

                                    Матрац НПВ 2513 ТБН                                 


Высота, мм
20


Ширина, мм
1810


Глубина, мм
620



","[<td class=""bxr-props-table-value"">20</td>, <td class=""bxr-props-table-value"">1810</td>, <td class=""bxr-props-table-value"">620</td>]",4 152 руб.
"

                                    Тумба MW PW-3 16 белая                                 


Высота, мм
700*/650


Ширина, мм
455


Глубина, мм
452



","[<td class=""bxr-props-table-value"">700*/650</td>, <td class=""bxr-props-table-value"">455</td>, <td class=""bxr-props-table-value"">452</td>]",3 948 руб.
"

                                    Медицинский шкаф HILFE МД 1 1760 R-1                                 


Высота, мм
1750/1850


Ширина, мм
600


Глубина, мм
400



","[<td class=""bxr-props-table-value"">1750/1850</td>, <td class=""bxr-props-table-value"">600</td>, <td class=""bxr-props-table-value"">400</td>]",19 877 руб.
"

                                    Стол палатный MW TW-16 белый                                 


Высота, мм
741


Ширина, мм
850


Глубина, мм
750



","[<td class=""bxr-props-table-value"">741</td>, <td class=""bxr-props-table-value"">850</td>, <td class=""bxr-props-table-value"">750</td>]",6 038 руб.
"

                                    Медицинская кровать КМ-17 (электропривод)                                 


Высота, мм
845


Ширина, мм
2170


Глубина, мм
956/1017



","[<td class=""bxr-props-table-value"">845</td>, <td class=""bxr-props-table-value"">2170</td>, <td class=""bxr-props-table-value"">956/1017</td>]",60 851 руб.
"

                                    Стол процедурный МД SP 2N new                                 


Высота, мм
960


Ширина, мм
620


Глубина, мм
450



","[<td class=""bxr-props-table-value"">960</td>, <td class=""bxr-props-table-value"">620</td>, <td class=""bxr-props-table-value"">450</td>]",8 761 руб.
"

                                    Медицинский шкаф для одежды ПРАКТИК МД LS (LE)-21-60 U                                 


Высота, мм
1860


Ширина, мм
600


Глубина, мм
500



","[<td class=""bxr-props-table-value"">1860</td>, <td class=""bxr-props-table-value"">600</td>, <td class=""bxr-props-table-value"">500</td>]",11 915 руб.
"

                                    Стол палатный MW TW-25 белое дерево                                 


Высота, мм
750


Ширина, мм
850


Глубина, мм
750



","[<td class=""bxr-props-table-value"">750</td>, <td class=""bxr-props-table-value"">850</td>, <td class=""bxr-props-table-value"">750</td>]",6 597 руб.
"

                                    Архивный медицинский шкаф ПРАКТИК МД AM 1891                                 


Высота, мм
1830


Ширина, мм
915


Глубина, мм
458



","[<td class=""bxr-props-table-value"">1830</td>, <td class=""bxr-props-table-value"">915</td>, <td class=""bxr-props-table-value"">458</td>]",19 168 руб.
"

                                    Стол палатный MW TW-16 белое дерево                                 


Высота, мм
741


Ширина, мм
850


Глубина, мм
750



","[<td class=""bxr-props-table-value"">741</td>, <td class=""bxr-props-table-value"">850</td>, <td class=""bxr-props-table-value"">750</td>]",6 257 руб.
"

                                    Архивный медицинский шкаф ПРАКТИК МД АМ-1845/4                                 


Высота, мм
1830


Ширина, мм
472


Глубина, мм
458



","[<td class=""bxr-props-table-value"">1830</td>, <td class=""bxr-props-table-value"">472</td>, <td class=""bxr-props-table-value"">458</td>]",17 808 руб.
"

                                    Тумба MW PW-3 16 белое дерево                                 


Высота, мм
700*/650


Ширина, мм
455


Глубина, мм
452



","[<td class=""bxr-props-table-value"">700*/650</td>, <td class=""bxr-props-table-value"">455</td>, <td class=""bxr-props-table-value"">452</td>]",4 018 руб.
"

                                    Медицинский стеллаж СТМ MS 220/100х30/6                                 


Высота, мм
2200


Ширина, мм
1000


Глубина, мм
300



","[<td class=""bxr-props-table-value"">2200</td>, <td class=""bxr-props-table-value"">1000</td>, <td class=""bxr-props-table-value"">300</td>]",6 505 руб.
"

                                    Сейф-термостат VALBERG TS - 3/25 мод. Fort M 1385.3                                 


Высота, мм
1500


Ширина, мм
850


Глубина, мм
510



","[<td class=""bxr-props-table-value"">1500</td>, <td class=""bxr-props-table-value"">850</td>, <td class=""bxr-props-table-value"">510</td>]",551 370 руб.
"

                                    Архивный медицинский шкаф ПРАКТИК МД АМ-2091                                 


Высота, мм
1996


Ширина, мм
915


Глубина, мм
458



","[<td class=""bxr-props-table-value"">1996</td>, <td class=""bxr-props-table-value"">915</td>, <td class=""bxr-props-table-value"">458</td>]",26 634 руб.
"

                                    Архивный медицинский шкаф ПРАКТИК МД АМ-1845                                 


Высота, мм
1830


Ширина, мм
472


Глубина, мм
458



","[<td class=""bxr-props-table-value"">1830</td>, <td class=""bxr-props-table-value"">472</td>, <td class=""bxr-props-table-value"">458</td>]",14 854 руб.
"

                                    Медицинская картотека Практик МД A 44                                 


Высота, мм
1305


Ширина, мм
408


Глубина, мм
485



","[<td class=""bxr-props-table-value"">1305</td>, <td class=""bxr-props-table-value"">408</td>, <td class=""bxr-props-table-value"">485</td>]",24 235 руб.
"

                                    Штатив медицинский ШДВ-03                                 


Высота, мм
1900


Ширина, мм
600


Глубина, мм
600



","[<td class=""bxr-props-table-value"">1900</td>, <td class=""bxr-props-table-value"">600</td>, <td class=""bxr-props-table-value"">600</td>]",1 985 руб.
"

                                    Стол процедурный МД SP 3G                                 


Высота, мм
960


Ширина, мм
630


Глубина, мм
470



","[<td class=""bxr-props-table-value"">960</td>, <td class=""bxr-props-table-value"">630</td>, <td class=""bxr-props-table-value"">470</td>]",8 552 руб.
"

                                    Шкаф для одежды MW-2 1980 белое дерево                                 


Высота, мм
1926


Ширина, мм
800


Глубина, мм
550



","[<td class=""bxr-props-table-value"">1926</td>, <td class=""bxr-props-table-value"">800</td>, <td class=""bxr-props-table-value"">550</td>]",16 543 руб.
